cycle_state,type,text,key,parent_key,pack_name,language,nb_players
False,1,"%s, deel net zoveel slokken uit als het aantal rode kledingstukken dat je aan hebt. Neem $ slokken als je geen rode kleren draagt",,,default,nl,1
False,1,"%s, deel net zoveel slokken uit als er geopende snackzakken zijn. Neem $ slokken als er geen open zakken zijn",,,default,nl,1
False,1,"%s, deel net zoveel slokken uit als de letter E in je voornaam staat en neem net zoveel slokken voor de letter A in je voornaam.",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die bruiner is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler minder bruin is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die langer is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die kleiner is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die vanavond minder gezopen heeft dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die meer gezopen heeft dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die intelligenter is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die dommer is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die ouder is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die jonger is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die breder is dan jij, als dat mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, deel $ slokken uit aan een speler die minder breed is dan jij, als het mogelijk is. Zo niet drink dan zelf maar op",,,default,nl,1
False,1,"%s, neem net zoveel slokken als het aantal lege glazen op tafel.",,,default,nl,1
False,1,"%s, neem net zoveel slokken als het aantal gevulde glazen op tafel",,,default,nl,1
False,1,"%s, deel net zoveel slokken als het aantal lege glazen op tafel",,,default,nl,1
False,1,"%s, deel $ slokken uit aan iemand die al naar de plee is geweest vanavond",,,default,nl,1
False,1,"%s, drink net zoveel slokken als glazen die je al leeg gezopen hebt vanavond",,,default,nl,1
False,1,"%s, geef $ slokken aan degene die je het beste kent",,,default,nl,1
False,1,"%s, geef $ slokken aan degene die je het minst goed kent",,,default,nl,1
False,1,"%s, for love, deel $ slokken uit aan degene van wie je het meeste van houdt hier",,,default,nl,1
False,1,"%s, kop of munt. Kies de kant die bepaalt of je zelf moet drinken en de kant die bepaalt dat je maag uitdelen. Het gaat om $ slokken!",,,default,nl,1
False,1,"%s, kies $ slokken voor degene die het laatste binnenkwam of een slok voor iedereen",,,default,nl,1
False,1,Degene die ervan baalden om Picolo te spelen vanavond moeten $ slokken nemen,,,default,nl,0
False,1,"%s, als je voeten kleiner zijn dan die van %s, neem dan $ slokken. Zo niet deel ze dan maar uit",,,default,nl,2
False,1,"%s, deel net zoveel slokken uit als goede eigenschappen die je van %s kan opnoemen.",,,default,nl,2
False,1,"%s, deel net zoveel slokken uit als slechte eigenschappen die je van %s kan opnoemen.",,,default,nl,2
False,1,%s en %s moeten hun glas bijvullen. Degene met het volste glas moet zoveel drinken tot hij dezelfde hoeveelheid heeft als zijn maat,,,default,nl,2
False,1,"%s, maak het verschil en drink $ slokken",,,default,nl,1
False,1,"%s, maak een robotdans of neem $ slokken",,,default,nl,1
False,1,"%s, zeg binnen de 20 seconden het alfabet van achter naar voor op zonder te te vergissen of neem $ slokken",,,default,nl,1
False,1,"%s, zing een refrein van Lil Kleine of neem $ slokken",,,default,nl,1
False,1,"%s, stuur een app naar degene die je voor het laatst geappt hebt of drink $ slokken",,,default,nl,1
False,1,"%s, geef commentaar op het eerste bericht dat je op Instagram vindt of neem $ slokken",,,default,nl,1
False,1,"%s, like de eerste 15 berichten op Instagram of neem $ slokken",,,default,nl,1
False,1,"Even een tafelronde, iedereen die dezelfde series op dit moment bekijken toosten en drinken $ slokken",,,default,nl,0
False,1,"%s, als je een titel van een nummer van Avril Lavigne kent, deel dan $ slokken uit Zo niet, drink ze dan zelf op",,,default,nl,1
False,1,"%s, als je een titel van een nummer van Nielsen kent, deel dan $ slokken uit Zo niet, drink ze dan zelf op",,,default,nl,1
False,1,Even stemmen wie zijn voeten stinken het meest? De winnaar neemt $ slokken,,,default,nl,0
False,1,"%s, ren door de kamer als een stervende kip of drink $ slokken",,,default,nl,1
False,1,"%s, ren door de kamer als een varken die zich heeft laten kelen of drink $ slokken",,,default,nl,1
False,1,"Neem 1 slok als je single bent, 2 als je een relatie hebt, 3 als het ingewikkelder is...",,,default,nl,0
False,1,Oh wat zielig! Degene die centen op zak hebben kunnen degene die ze niet hebben laten drinken.,,,default,nl,0
False,1,"De oudste en de jongste spelen steen, papier, schaar om $ slokken",,,default,nl,0
False,1,"%s, je gaat beoordelen wie er slechter gekleed is dan %s. Zij nemen $ slokken",,,default,nl,2
False,1,"%s, laat foto's zien van naakte mensen die je op je telefoon hebt of neem $ slokken",,,default,nl,1
False,1,"%s, als je rookt, gooi dan je hele sigaret in de vuilnisbak of neem $ slokken. Je mag $ slokken uitdelen als je niet rookt.",,,default,nl,1
False,1,"%s, neem net zo veel slokken als de keren dat je gedumpt bent",,,default,nl,1
False,1,"%s, je mag net zo veel slokken uitdelen als je ooms hebt",,,default,nl,1
False,1,"%s, je mag net zo veel slokken uitdelen als je tantes hebt",,,default,nl,1
False,1,"%s, kies een voorwerp in de ruimte. De eerste speler die het voorwerp aanraakt, mag $ slokken uitdelen",,,default,nl,1
False,1,"%s, laat het begin van het nummer horen waarnaar je het laatst hebt geluisterd op je telefoon. Als de meeste spelers het niet leuk vinden, neem je $ slokken",,,default,nl,1
False,1,"Wijs degene aan die voor iedereen in slaap valt bij een feestje, deze persoon moet $ slokken nemen",,,default,nl,0
False,1,%s et %s wisselen van plaats en ook van glas,,,default,nl,2
False,1,"%s, sluit je ogen. Als je kunt zeggen wat iedereen in zijn glas heeft zonder te kijken, deel je $ slokken uit. Zo niet, drink ze dan zelf op",,,default,nl,1
False,1,"%s en %s, lees de eerste SMS die verschijnt als je ""sorry"" schrijft in de zoekbalk. Als je weigert moet je $ slokken nemen",,,default,nl,2
False,1,"%s en %s, lees de eerste SMS die verschijnt als je ""mis je"" schrijft in de zoekbalk. Als je weigert moet je $ slokken nemen",,,default,nl,2
False,1,"%s en %s, lees de eerste SMS die verschijnt als je ""gat"" schrijft in de zoekbalk. Als je weigert moet je $ slokken nemen",,,default,nl,2
False,1,"De speler die het eerst een selfie plaatst op een social media deelt iemand een glas uit dat die in een keer moet leeg drinken, de foto moet minstens tot morgen blijven staan",,,default,nl,0
False,1,"%s, deelt net zoveel slokken uit als er singles zijn aan deze tafel",,,default,nl,1
False,2,"%s is getrouwd met %s, zij nemen hetzelfde aantal slokken",married,,default,nl,3
False,2,Rien ne va plus ! %s en %s gaan scheiden,,married,default,nl,2
False,2,"%s, %s en %s vormen een groep, hetzelfde tarief voor iedereen! ##",group-3,,default,nl,4
False,2,"%s, %s en %s gaan scheiden",,group-3,default,nl,3
False,2,Bedank %s die bedient,waiter,,default,nl,1
False,2,"%s heeft genoeg gedaan, hij/zij mag stoppen met bedienen",,waiter,default,nl,1
False,2,%s zwijgen is goud. (Houd je bek!),king-of-silence,,default,nl,1
False,2,%s mag weer praten,,king-of-silence,default,nl,1
False,2,%s moet nu zijn vinger opsteken om te praten en %s mag hem het woord geven,raise-hand-to-speak,,default,nl,2
False,2,%s hoeft niet meer het woord te vragen aan %s,,raise-hand-to-speak,default,nl,2
False,2,%s de papegaai! Te moet alles herhalen wat %s zegt,parrot,,default,nl,2
False,2,"%s stopt met herhalen wat %s zegt, het is irritant",,parrot,default,nl,2
False,2,%s geeft tot nader order zijn telefoon aan %s...,give-phone,,default,nl,2
False,2,%s mag zijn telefoon terug,,give-phone,default,nl,1
False,2,%s moet nu met een Chinees accent praten,chinese-accent,,default,nl,1
False,2,%s mag weer normaal praten,,chinese-accent,default,nl,1
False,2,"%s, hou op met dat Chinese accent",,chinese-accent,default,nl,1
False,2,%s kijkt tot nader order %s strak aan,stare,,default,nl,2
False,2,%s hoeft %s niet langer strak aan te kijken,,stare,default,nl,2
False,2,"%s, begint %s te masseren zonder te klagen",massage,,default,nl,2
False,2,"%s, je mag ophouden met masseren",,massage,default,nl,1
False,2,"%s, je mag ophouden met masseren en %s neemt $ slokken",,massage,default,nl,2
False,2,"%s, mensen mogen je op elk willekeurig moment vragen stellen. Als je geen antwoord hebt, neem je",questions,,default,nl,1
False,2,%s hoeft je stomme vragen niet meer te beantwoorden,,questions,default,nl,1
False,2,"%s, kies dat je steeds moet zeggen als iemand iets drinkt",must-tell-drink,,default,nl,1
False,2,"%s, je hoeft niet langer een woord te zeggen als iemand iets drinkt",,must-tell-drink,default,nl,1
False,2,"%s, verboden uit je glas te drinken. Je moet steeds dat van iemand anders kiezen",other-drink,,default,nl,1
False,2,%s mag weer uit zijn/haar glas drinken,,other-drink,default,nl,1
False,2,"%s klap maar raak! Elke keer dat je met je hand op tafel klapt, moet iedereen drinken (zelfs jij) !",crazy-claper,,default,nl,1
False,2,%s hoeft niet meer te klappen,,crazy-claper,default,nl,1
False,2,"%s moet een dierengeluid maken na elke slok, %s kiest welk dier",animal-noise,,default,nl,2
False,2,%s hoeft niet langer dierengeluiden te maken,,animal-noise,default,nl,1
False,2,%s hoeft niet langer dierengeluiden te maken en %s neemt $ slokken voor de vernedering die hij heeft veroorzaakt,,animal-noise,default,nl,2
False,2,%s gaat op de schoot van %s zitten,seat-knees,,default,nl,2
False,2,%s hoeft niet meer op de schoot van %s te zitten,,seat-knees,default,nl,2
False,2,%s en %s verwisselen van glas,switch-glass,,default,nl,2
False,2,%s en %s mogen hun glas weer terugnemen,,switch-glass,default,nl,2
False,2,"%s mag tot nader orde geen persoonlijke voornaamwoorden meer gebruiken (ik, jij, hij, ...), op straffe van $ slokken",pronoun,,default,nl,1
False,2,%s mag weer normaal spreken!,,pronoun,default,nl,1
False,2,"%s de sprekende klok! Bij elke nieuwe minuut moet je de tijd melden, $ slokken voor elke keer dat je het niet doet",timewatch,,default,nl,1
False,2,%s je bent geen sprekende klok meer,,timewatch,default,nl,1
False,2,%s kijkt met een oog! Sluit tot nader orde één oog!,one-eyed,,default,nl,1
False,2,%s kan weer normaal kijken,,one-eyed,default,nl,1
False,2,%s moet nu 2 seconden wachten tussen elk gesproken woord! $ slokken als je het niet doet,wait-2secs,,default,nl,1
False,2,%s mag weer normaal spreken!,,wait-2secs,default,nl,1
False,2,%s ratelt maar door! Je mag tot nader orde geen 3 seconden je mond houden!,talkative,,default,nl,1
False,2,%s mag zijn/haar mond weer houden,,talkative,default,nl,1
False,2,%s moet nu tot nader orde zingend spreken,sing123,,default,nl,1
False,2,%s mag weer normaal spreken!,,sing123,default,nl,1
False,2,"Tot nader orde, zodra %s spreekt, neemt %s een slok en omgekeerd",mouthfuls-mirror,,default,nl,2
False,2,%s en %s mogen weer praten zonder te drinken of iemand te laten drinken!,,mouthfuls-mirror,default,nl,2
False,2,"%s is de pispaal! Je mag hem/haar uitmaken voor alles wat mooi en lelijk is, hij/zij mag er niets tegenin brengen",sub-shit,,default,nl,1
False,2,Iedereen neemt $ slokken behalve %s die het pispaaltje is,,sub-shit,default,nl,1
False,2,"%s en %s, ruil tot nader orde van T-shirts of anders moet je bij elke nieuwe gebeurtenis 2 slokken nemen",swap-tshirt,,default,nl,2
False,2,%s en %s mogen hun eigen T-shirt terug,,swap-tshirt,default,nl,2
False,2,"%s neemt wraak! Elke keer als iemand een slok van een andere speler krijgt, mag hij/zij deze persoon net zoveel slokken laten nemen",vigilante,,default,nl,1
False,2,%s neemt geen wraak meer!,,vigilante,default,nl,1
False,2,"%s heeft La Tourette! Als je iemand uitscheldt, moet de laatste persoon die je imiteert $ slokken nemen",tourette-man,,default,nl,1
False,2,%s is genezen van La Tourette !,,tourette-man,default,nl,1
False,2,%s trekt een lang gezicht! Elke keer dat je lacht of een grap maakt neem je $ slokken,upset-man,,default,nl,1
False,2,%s trekt geen lang gezicht meer!,,upset-man,default,nl,1
False,2,%s is bipolair! Tot nader orde moet je precies het tegenovergestelde zeggen van wat je denkt!,bipolar,,default,nl,1
False,2,%s is niet meer bipolair!,,bipolar,default,nl,1
False,2,Terug naar de toekomst voor %s ! Je moet in de toekomende tijd spreken op straffe van $ slokken !,speak-future,,default,nl,1
False,2,%s mag weer terug naar het heden!,,speak-future,default,nl,1
False,2,%s moet tot nader orde met een Afrikaans accent spreken!,african-accent,,default,nl,1
False,2,%s mag weer normaal praten!,,african-accent,default,nl,1
False,2,%s moet tot nader orde met een geaffecteerd accent spreken!,english-accent,,default,nl,1
False,2,%s mag weer normaal praten!,,english-accent,default,nl,1
False,2,"%s moet nu ""Absoluut"" zeggen, telkens als iemand uitgesproken is op straffe van een slok !",thats-obvious,,default,nl,1
False,2,"%s hoeft niet langer ""Absoluut"" te zeggen",,thats-obvious,default,nl,1
False,2,"%s, je moet de gebaren van %s nadoen totdat je gezegd wordt ermee te stoppen!",imitate-gesture,,default,nl,2
False,2,"%s, stopt met %s nadoen!",,imitate-gesture,default,nl,2
False,2,%s en %s zijn verwant! Zij kunnen onder elkaar alle slokken delen die bestemd zijn voor de een of de ander,ally,,default,nl,2
False,2,%s en %s zijn niet meer verwant!,,ally,default,nl,2
False,2,%s moet nu met nee antwoorden als iemand hem/haar een vraag stelt en daar een argument voor geven!,answer-no,,default,nl,1
False,2,%s is nu niet meer verplicht om op alle vragen te antwoorden!,,answer-no,default,nl,1
False,2,%s gaat op zijn knieën zitten... Je hoort het wel als je weer mag opstaan!,on-your-knees,,default,nl,1
False,2,%s mag weer opstaan!,,on-your-knees,default,nl,1
False,2,"%s moet nu op een been staan / op een bil zitten, je hoort het wel als je ermee mag ophouden!",on-one-leg,,default,nl,1
False,2,%s kan weer gemakkelijk gaan zitten/staan!,,on-one-leg,default,nl,1
False,2,%s moet afwisselend gaan staan of gaan zitten bij elke nieuwe gebeurtenis! Hij / zij drinkt $ slokken telkens als hij/zij dit niet doet!,switch-up-n-down,,default,nl,1
False,2,%s kan weer in dezelfde positie blijven!,,switch-up-n-down,default,nl,1
False,2,"%s gaat met de rug naar iedereen staan, je hoort wel als je je om mag draaien!",back-to-everyone,,default,nl,1
False,2,%s mag zich weer omdraaien naar de meute!,,back-to-everyone,default,nl,1
False,2,"%s, dans op een plek en stop daar niet mee of neem een slok voor straf bij elke nieuwe gebeurtenis!",dance-now,,default,nl,1
False,2,%s mag stoppen met dansen!,,dance-now,default,nl,1
False,2,%s moet blijven lopen op straffe van $ slokken !,dont-stop-walking,,default,nl,1
False,2,%s mag stoppen met lopen!,,dont-stop-walking,default,nl,1
False,2,%s heeft nog maar een arm! Hij/zij kan zijn/haar vingers niet gebruiken!,without-fingers,,default,nl,1
False,2,%s mag zijn/haar vingers weer gebruiken!,,without-fingers,default,nl,1
False,2,"%s houdt twee handen op zijn/haar hoofd, alleen om te drinken niet!",keep-hands-on-your-head,,default,nl,1
False,2,%s hoeft zijn/haar handen niet langer op zijn/haar hoofd te houden!,,keep-hands-on-your-head,default,nl,1
